"title","subTit","date","contents","tags","type","services","schedule","minPrice","maxPrice","cash","cards","mCard","amex","visa","state","del","quarter","zip.code","street","corner","inBetween","numExt","numInt","lat","lon","tel","web","score"
"rodizio restaurante cdmx","",2016-06-09 15:40:00,"gallery tdselectgalleryslideslide columns ids orderbyrandpor héctor cruz si amante carne espadas debilidad rodizioes lugar obligado visitar recién inaugurado ciudad méxico aunque sureste goza buena fama restaurante brasileño llega emblemática avenida insurgentes mejor arsenal tipos carne lomo picanha arrachera sirloin lugar nunca faltará plato término guste complementar gran barra ensaladas sushi espárragos carnes frías quesos verduras ceviches pulpo pescado camarón platillos mismos manjar si vienes sitio faltará buen diente duda gran experiencia ritual ver gauchos meseros vienen espadas carne incrustada cortándote carne mesa degustando gran variedad cortes brasileños precio buffet incluye barra ensaladas cortes carnes cuesta incluye bebidas postres opción sólo pagar buffet barra ensaladas tampoco incluye bebidas postres niños menores años pagan niños años pagan sólo medio buffete así si fiebre juegos olímpicos invade éste buen lugar vivirlos","critica  internacional  valet parking  internet inalámbrico  servicio llevar  estacionamiento cercano  ambiente familiar  área fumar  servicio bar  terraza  ver deportes  buffette  reservación recomendada  area niños  ideal grupos grandes ","internacional","internacional buffette reservación recomendada area niños ideal grupos grandes valet parking estacionamiento cercano área fumar servicio bar servicio llevar terraza internet inalámbrico ambiente familiar  ver deportes ","lun-sáb 12:30-23 h, dom 12:30-21 h",550,800,1,1,NA,NA,NA,"Ciudad de México","Benito Juárez","Del Valle",3100,"Insurgentes Sur","San Bernardino","","744","",19.391994,-99.172884,"5687 1037","http://rodiziorestaurante.com/","Atención:4 - Calidad:4 - Ambiente:4 -"
"porchetta","",2016-06-07 22:24:00,"gallery tdselectgalleryslideslide columns ids orderbyranden huequito polanco preparan sándwiches suculento rollo lomo pork belly estilo italiano porchetta combinados distintos ingredientes pueden volver loco cualquiera jugosos bien condimentados generosamente servidos éstos auténticos tesoros cualquier glotón agradecerá prueba clásica chilanga yucateca ensalada col refresco quieres ver videos ésteda clic aquí","critica  internacional  valet parking  internet inalámbrico  abierto domingo  estacionamiento cercano ","internacional","internacional abierto domingo valet parking estacionamiento cercano internet inalámbrico ","lun 12-18 h, mar-mié 12-22 h, jue-sáb 12-00 h, dom 12-18 h",100,150,1,1,NA,NA,NA,"Ciudad de México","Miguel Hidalgo","Polanco Chapultepec",11560,"Campos Elíseos","Eugenio Sue","","247","",19.4277165,-99.1949791,"6840 0588","http://www.porchetta.com.mx/","Atención:3 - Calidad:3 - Ambiente:3 -"
" árabe","",2016-05-26 16:16:00,"gallery tdselectgalleryslideslide columns ids orderbyrand costado puerta santa fe nuevo lugar aprovecha ubicación pequeño estacionamiento atraer clientela corporativos poniente ciudad shawarmas deliciosos tacos incluyen ensalada mixta agua día sorprendió jocoque vaso preparado hecho casa verdadero secreto ahorrar menú día va relajarte hookah quieres ver videos ésteda clic aquí","critica  abierto domingo  estacionamiento cercano  arabe ","arabe","arabe abierto domingo estacionamiento cercano ","lun-dom 10-19 h",150,200,1,1,NA,NA,NA,"Ciudad de México","Alvaro Obregón","Santa Fe",1210,"Prolongación Gómez Farías","","Reforma","223-A","",19.3798373,-99.2509629,"2167 6280","","Atención:3 - Calidad:3 - Ambiente:3 -"
"palmares","",2016-05-25 19:16:00,"gallery tdselectgalleryslideslide columns ids orderbyrandpor pedro reyes viene verano necesidad terrazas ubicado azotea bello edificio roma palmares propuesta fresca respira ambiente sabroso tarde sábado presenta cocina latinoamericana difícil ceder coqueteo constante peruano revela origen chef álvaro vásquez trabajado bajita mano lugares restaurante central lima pujol gran punto favor oferta compartir porciones bien definidas minúsculas exageradas permiten conocer sentada buena parte menú gran fuerte entradas divididas montaditos crudos sliders sobresale cuidado producto respeto ejecución tataki atún ejemplo carnoso personalidad aunque creo firmeza gran estrella menú ceviche peruano servido pla to hondo primer acierto dosis abundante leche tigre cítrica marina floral terminas cucharadas segundo acierto cubos pescado complementan untuosidad guarnición camote amarillo tercer acierto debo decir plato realmente emociona probablemente mejor ceviche peruano probado ciudad platos calientes destacan tacos cola res deshace boca gracias lenta cocción rib eye ojo restaurante debe resguardarse sólo espectáculo primer tiempo apelar ritmo constancia lugares llegar platos fuertes experiencia decae palmares puede debe ser twist postres mucha atención fuertes ejemplo evitar sobrecocción pesca día lugar justificará tener espacio comensal apenas vieron luz hace par meses camino definitivamente hacia arriba","critica  pescados mariscos  reservación recomendada ","pescados mariscos","pescados mariscos reservación recomendada ","lun-sáb 14-17 h y 18:30-23 h, dom 14-17 h",500,600,1,1,NA,NA,NA,"Ciudad de México","Cuauhtémoc","Roma Norte",6700,"Durango","Villadolid","","261","",19.4196231,-99.1677705,"6845 3387","","Atención:3 - Calidad:3 - Ambiente:3 -"
" criminales","",2016-05-25 11:30:00,"gallery tdselectgalleryslideslide columns ids orderbyrand","sinópsis  internet inalámbrico  americana  abierto domingo  servicio llevar  bueno  bonito  barato  servicio domicilio  ver deportes  pet friendly ","americana","americana abierto domingo pet friendly servicio domicilio servicio llevar internet inalámbrico  ver deportes bueno  bonito  barato ","mar, mié y dom 13:30-21 h, jue, vie y sáb 13:30-23 h",100,150,1,1,NA,NA,NA,"Ciudad de México","Alvaro Obregón","Olivar De Los Padres",1780,"Av. Toluca","Seminario","","585","",19.3384274,-99.2211848,"68406030","http://www.lascriminales.com.mx",""
" criminales","",2016-05-24 13:47:00,"gallery tdselectgalleryslideslide columns ids orderbyrand","critica  internet inalámbrico  americana  abierto domingo  servicio llevar  estacionamiento cercano  bueno  bonito  barato  servicio domicilio  ver deportes  pet friendly  reservación recomendada ","americana","americana reservación recomendada abierto domingo pet friendly estacionamiento cercano servicio domicilio servicio llevar internet inalámbrico  ver deportes bueno  bonito  barato ","mar, mié y dom 13:30-21 h, jue, vie y sáb 13:30-23 h",115,150,1,1,NA,NA,NA,"Ciudad de México","Alvaro Obregón","Las Aguilas",1710,"Calzada de Las Águilas","","Llanuras","1038","",19.3430098,-99.2403775,"68406030","http://www.lascriminales.com","Atención:5 - Calidad:5 - Ambiente:4 -"
"pork buns","",2016-05-20 11:43:00,"gallery tdselectgalleryslideslide columns ids orderbyrandpor maría josé alegret moda pulled pork pocos lugares cocinan tan bien pork bunsbastan horas paciente cocción tener mejor versión carne cerdo jugosa suave terraza colonia valle invita adisfrutar culpa comida bastante calóricade maus codiciado hot dog pulled pork salchicha res gratinada queso cheddar monterey jack estrella elcroque pork adaptación clásico francés croquemonsieurrelleno pulled pork jamón salsa bechamel enriquecida queso debes probar pibil bun hamburguesa cerdo salsa bbq achiote acompañar unas pulled pork fries frituras camote cubiertas obviamente cerdito deshebrado pork buns ostenta orgullo cocina caseralos cinco tipos barbecue creación chef mora chile árbol ajo achiote habanerocarnívoros aquí paraíso","critica  americana  abierto domingo  socializar  terraza ","americana","americana abierto domingo terraza  socializar ","lun-sáb 13-22 h, dom 13-18 h",85,150,1,1,NA,NA,NA,"Ciudad de México","Benito Juárez","Del Valle",3100,"González de Cossío","Luz Saviñon","","103","",19.39303,-99.16828,"7312 8662","","Atención:4 - Calidad:4 - Ambiente:4 -"
"pan circo","",2016-05-16 13:00:00,"gallery tdselectgalleryslideslide columns ids orderbyrand sasha gamboa lugares rosticero bar terraza restaurante espacio cultural artistas tipo socios periodistas mucha bandita reúne medio dicen convirtió nuevo covadonga juzguen ustedes comida buena buen sazón porciones abundantes pan excepcional precio accesible combo difícil encontrar roma ejemplo claro si pides papas centro llegarán flacuchas aburridas gajos perejil parmesano trocitos toci salsa tuétano resultan perfectas picar mientras echas trago tema imprescindible mencionar además clásicos carajillo dan vuelta agua día puede llevar toque licor cassis socios buscaron víctor bartender desaparecido bar rexo trajeron nuevo escena gran acierto cocina cargo alberto harwy chef joven anda rodeos trata cocinar sabe comida pensada quisquillosos coman pescado mariscos carne así prepara pulpo brasas jocoque estofado pecho ternera rosticero harwy además buen ojo proveedores chica prepara pan ejemplo hace carbón quinoa agrega alioli deleite boca encanta aquí disfrazarte entrar pensar llevar dinero parte artística bien curada día pueden invitar cantantes ópera siguiente salsa próximo blues","critica  abierto domingo  pescados mariscos  socializar ","pescados mariscos","pescados mariscos abierto domingo  socializar ","mar y mié 14-00 h, jue-sáb 14-1 h, dom 14-00 h",250,300,1,NA,1,NA,1,"Ciudad de México","Cuauhtémoc","Roma Norte",6700,"Álvaro Obregón","","","160","",19.3641882,-99.1792521,"7312 9114","","Atención:3 - Calidad:3 - Ambiente:3 -"
"matsu","",2016-05-11 10:07:00,"gallery tdselectgalleryslideslide columns ids orderbyrandes único restaurante japonés barrio chino centro histórico ofrece fusión comida asiática japonesa precios superaccesibles quieras irte camino fácil elegir combo robata yakimeshi robatayaki camarón robata pollo yakitori robata matsu picapica sopa misoshiro irte llenando poquito edamames té verde frío caliente gyozas piezas empanadas fritas sopa misoshiro california roll ","critica  japonesa  abierto domingo  servicio llevar  estacionamiento cercano ","japonesa","japonesa abierto domingo estacionamiento cercano servicio llevar ","lun-dom 12-21 h",25,150,1,NA,1,NA,1,"Ciudad de México","Cuauhtémoc","Centro De La Ciudad De México",6000,"Independencia","","Dolores","30","PB",19.4331304,-99.1431275,"5518 1083","","Atención:3 - Calidad:3 - Ambiente:3 -"
"terraza carlotta","",2016-05-10 11:19:00,"gallery tdselectgalleryslideslide columns ids orderbyrandpor verónica chávez aldaco allá pretensión fachada carlotta dentro mundo placer culinario diseñado chef eduardo ruiz experiencia mundo cocina inspirado diseñar menú toma base comida internacional mezcla mexicana influencia mediterránea entonces fácil entender camarones roca aderezados mayonesa picante adornados lechuga arúgula mientras crujiente textura viene crocante hecho papa mayoría mariscos tropicalizados salmón término desees mantequilla previamente sasonada hierbas acompañado espárragos carpaccio pulpo conserva textura sabor vuelve dinámico gracias aceitunas negras aceite chipotle posible maridar vino pregunta recomendaciones delsommelier puedes pedir selección mezcales amantes hermanito carlotta encuentra justo debajo restaurante miércoles aprovecha ladies night cocteles gratis horas cierre","critica  internacional  valet parking  internet inalámbrico  abierto domingo  estacionamiento cercano  servicio bar  terraza  carta vinos destacable  cena romántica ","internacional","internacional abierto domingo valet parking estacionamiento cercano servicio bar carta vinos destacable terraza cena romántica internet inalámbrico ","lun-mié 13-00 h, jue-sáb 13-2 h",500,700,1,1,NA,NA,NA,"Ciudad de México","Miguel Hidalgo","Polanco Chapultepec",11560,"Campos Elíseos","Reforma","","290","",19.4270036,-99.1967105,"5281 0292","","Atención:4 - Calidad:4 - Ambiente:4 -"
"flor viento","",2016-05-03 17:57:00,"gallery tdselectgalleryslideslide columns ids orderbyrand opción deliciosa especialmente si vegano vegetariano si simplemente ganas disfrutar menú saludable rico antioxidantes bajo calorías sales menú erige alternativa detox productos orgánicos preparación acertada original recomendación wok quinoa vegetales deleite si carne hamburguesa steak atún tabule ","sinópsis  servicio llevar  desayunos  brunch  healthy food  girlie  saludable ","healthy food","healthy food desayunos servicio llevar brunch girlie saludable ","lun-vie 7-22 h, sáb 8-22 h, dom 8-19 h",50,150,1,NA,1,NA,1,"Ciudad de México","Miguel Hidalgo","Polanco Chapultepec",11560,"Virgilio","Virgilio","","9","",19.4303932,-99.1972756,"5280 6987","http://www.flordeviento.mx",""
